

*******************************************************************************
Ephemeris / WWW_USER Wed Apr 24 00:30:52 2024 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Juno (spacecraft) (-61)         {source: juno_merged_DE436}
Center body name: Jupiter (599)                   {source: juno_merged_DE436}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2016-Aug-01 00:00:00.0000 TDB
Stop  time      : A.D. 2016-Sep-23 00:00:00.0000 TDB
Step-size       : 60 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {W-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {W-lon(deg),Dxy(km),Dz(km)}
Center radii    : 71492.0, 71492.0, 66854.0 km    {Equator_a, b, pole_c}
Keplerian GM    : 1.2668653190037040E+08 km^3/s^2
Output units    : KM-S, deg, Julian Day Number (Tp)
Calendar mode   : Gregorian
Output type     : GEOMETRIC osculating elements
Output format   : 10
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
2457639.083333333, A.D. 2016-Sep-07 14:00:00.0000,  9.815594982198690E-01,  7.527087141534592E+04,  9.065164076816698E+01,  2.692405289542151E+02,  1.737929803494987E+02,  2.457628036724283E+06,  7.819996194768950E-05,  7.463615680029896E+01,  1.739054910288759E+02,  4.081823385980138E+06,  8.088375900544930E+06,  4.603582802774454E+06,
2457639.125000000, A.D. 2016-Sep-07 15:00:00.0000,  9.815601326871871E-01,  7.526639083335172E+04,  9.064705183174628E+01,  2.692415287771070E+02,  1.737925575409756E+02,  2.457628036554236E+06,  7.820290870708500E-05,  7.492164869768889E+01,  1.739290758898673E+02,  4.081720847364868E+06,  8.088175303896384E+06,  4.603409335430318E+06,
2457639.166666667, A.D. 2016-Sep-07 16:00:00.0000,  9.815607868881614E-01,  7.526179433109953E+04,  9.064396942850863E+01,  2.692421990759458E+02,  1.737921212662447E+02,  2.457628036379357E+06,  7.820591099254468E-05,  7.520724794862281E+01,  1.739525889209287E+02,  4.081616383227366E+06,  8.087970972123631E+06,  4.603232612868848E+06,
2457639.208333333, A.D. 2016-Sep-07 17:00:00.0000,  9.815614450240503E-01,  7.525718835811305E+04,  9.064239962878183E+01,  2.692425398087986E+02,  1.737916814929611E+02,  2.457628036203391E+06,  7.820890341099203E-05,  7.549286672943495E+01,  1.739760209317817E+02,  4.081512269062042E+06,  8.087767349765970E+06,  4.603056484607391E+06,
2457639.250000000, A.D. 2016-Sep-07 18:00:00.0000,  9.815620913723484E-01,  7.525267780243105E+04,  9.064231547410149E+01,  2.692425580878661E+02,  1.737912480275739E+02,  2.457628036030078E+06,  7.821182248247842E-05,  7.577841814568480E+01,  1.739993629548138E+02,  4.081410713228829E+06,  8.087568748655227E+06,  4.602884686399551E+06,
2457639.291666667, A.D. 2016-Sep-07 19:00:00.0000,  9.815627106386620E-01,  7.524836368410176E+04,  9.064365816552005E+01,  2.692422678674652E+02,  1.737908303017840E+02,  2.457628035863074E+06,  7.821460799932055E-05,  7.606381815338679E+01,  1.740226064552852E+02,  4.081313809712939E+06,  8.087379255741777E+06,  4.602720760335810E+06,
2457639.333333333, A.D. 2016-Sep-07 20:00:00.0000,  9.815632882902376E-01,  7.524434101931738E+04,  9.064633898734768E+01,  2.692416894763535E+02,  1.737904371789823E+02,  2.457628035705868E+06,  7.821720423870982E-05,  7.634898733405063E+01,  1.740457435220705E+02,  4.081223496024747E+06,  8.087202651030177E+06,  4.602567983653850E+06,
2457639.375000000, A.D. 2016-Sep-07 21:00:00.0000,  9.815638108646031E-01,  7.524069689172607E+04,  9.065024182147998E+01,  2.692408490273705E+02,  1.737900767834781E+02,  2.457628035561708E+06,  7.821956101289824E-05,  7.663385249486350E+01,  1.740687670360543E+02,  4.081141516782641E+06,  8.087042336673556E+06,  4.602429307173391E+06,
2457639.416666667, A.D. 2016-Sep-07 22:00:00.0000,  9.815642662506668E-01,  7.523750874006949E+04,  9.065522608186197E+01,  2.692397777424329E+02,  1.737897563525784E+02,  2.457628035433540E+06,  7.822163455886071E-05,  7.691834808921465E+01,  1.740916708159520E+02,  4.081069392900713E+06,  8.086901277061356E+06,  4.602307303219353E+06,
2457639.458333333, A.D. 2016-Sep-07 23:00:00.0000,  9.815646439432333E-01,  7.523484284682269E+04,  9.066112990037267E+01,  2.692385112300401E+02,  1.737894821091933E+02,  2.457628035323948E+06,  7.822338828441184E-05,  7.720241747396203E+01,  1.741144497436202E+02,  4.081008395778066E+06,  8.086781948709310E+06,  4.602204122008608E+06,
2457639.500000000, A.D. 2016-Sep-08 00:00:00.0000,  9.815649352735618E-01,  7.523275300171218E+04,  9.066777343924247E+01,  2.692370887425657E+02,  1.737892591515289E+02,  2.457628035235094E+06,  7.822479339397496E-05,  7.748601402946026E+01,  1.741370998719102E+02,  4.080959525670586E+06,  8.086686298339460E+06,  4.602121455110522E+06,
2457639.541666667, A.D. 2016-Sep-08 01:00:00.0000,  9.815651336157921E-01,  7.523127933278125E+04,  9.067496230967373E+01,  2.692355524179047E+02,  1.737890913579416E+02,  2.457628035168674E+06,  7.822582940585281E-05,  7.776910215355724E+01,  1.741596185163943E+02,  4.080923493821890E+06,  8.086615708310998E+06,  4.602060505261514E+06,
2457639.583333333, A.D. 2016-Sep-08 02:00:00.0000,  9.815652345582229E-01,  7.523044736806313E+04,  9.068249126448606E+01,  2.692339464698570E+02,  1.737889813109812E+02,  2.457628035125874E+06,  7.822648453204959E-05,  7.805165808311260E+01,  1.741820043259357E+02,  4.080900709350743E+06,  8.086570971333424E+06,  4.602021964217337E+06,
2457639.625000000, A.D. 2016-Sep-08 03:00:00.0000,  9.815652360048246E-01,  7.523026754236066E+04,  9.069014863218558E+01,  2.692323162283269E+02,  1.737889302575028E+02,  2.457628035107334E+06,  7.822675580587876E-05,  7.833367037180447E+01,  1.742042573135482E+02,  4.080891274878780E+06,  8.086552282215199E+06,  4.602006005379376E+06,
2457639.666666667, A.D. 2016-Sep-08 04:00:00.0000,  9.815651381298178E-01,  7.523073563415158E+04,  9.069772240431591E+01,  2.692307068372950E+02,  1.737889381446522E+02,  2.457628035113166E+06,  7.822664869172508E-05,  7.861513962875915E+01,  1.742263788050145E+02,  4.080895000132025E+06,  8.086559264629899E+06,  4.602012306812285E+06,
2457639.708333333, A.D. 2016-Sep-08 05:00:00.0000,  9.815649430388110E-01,  7.523183505527909E+04,  9.070500951707828E+01,  2.692291612876472E+02,  1.737890038085686E+02,  2.457628035143014E+06,  7.822617567030521E-05,  7.889607675765161E+01,  1.742483712241550E+02,  4.080911451136950E+06,  8.086591067218621E+06,  4.602040134459195E+06,
2457639.750000000, A.D. 2016-Sep-08 06:00:00.0000,  9.815646538842169E-01,  7.523354258044191E+04,  9.071183072899882E+01,  2.692277172840209E+02,  1.737891254488656E+02,  2.457628035196259E+06,  7.822535293052410E-05,  7.917649837834169E+01,  1.742702375753642E+02,  4.080940065238669E+06,  8.086646587896897E+06,  4.602088536688793E+06,
2457639.791666667, A.D. 2016-Sep-08 07:00:00.0000,  9.815642782536650E-01,  7.523580687508470E+04,  9.071796586858247E+01,  2.692264209627998E+02,  1.737892988929189E+02,  2.457628035271215E+06,  7.822421228782488E-05,  7.945644443056673E+01,  1.742919833438872E+02,  4.080979736529203E+06,  8.086723666183322E+06,  4.602155643004561E+06,
2457639.833333333, A.D. 2016-Sep-08 08:00:00.0000,  9.815638256386610E-01,  7.523856453018292E+04,  9.072326792204034E+01,  2.692253027733911E+02,  1.737895187069072E+02,  2.457628035365693E+06,  7.822279227968180E-05,  7.973596558589891E+01,  1.743136150761054E+02,  4.081029125432835E+06,  8.086819686335487E+06,  4.602239187688896E+06,
2457639.875000000, A.D. 2016-Sep-08 09:00:00.0000,  9.815633049444521E-01,  7.524175632649382E+04,  9.072756664951849E+01,  2.692243978809545E+02,  1.737897799263498E+02,  2.457628035477620E+06,  7.822112864277063E-05,  8.001510939508233E+01,  1.743351388972579E+02,  4.081086989820972E+06,  8.086932223315450E+06,  4.602337069873922E+06,
2457639.916666667, A.D. 2016-Sep-08 10:00:00.0000,  9.815627275208625E-01,  7.524530765599456E+04,  9.073073394490129E+01,  2.692237323996992E+02,  1.737900761080229E+02,  2.457628035604281E+06,  7.821926555056579E-05,  8.029393692954554E+01,  1.743565622791047E+02,  4.081151794070245E+06,  8.087058280484496E+06,  4.602446692206201E+06,
2457639.958333333, A.D. 2016-Sep-08 11:00:00.0000,  9.815621062861093E-01,  7.524913423943269E+04,  9.073266306312935E+01,  2.692233278160732E+02,  1.737903998982899E+02,  2.457628035742531E+06,  7.821725226552203E-05,  8.057251806961568E+01,  1.743778935184704E+02,  4.081221825394387E+06,  8.087194516549342E+06,  4.602565157593590E+06,
2457640.000000000, A.D. 2016-Sep-08 12:00:00.0000,  9.815614551249111E-01,  7.525314597864596E+04,  9.073327429488417E+01,  2.692231998356434E+02,  1.737907433564237E+02,  2.457628035888922E+06,  7.821514095599378E-05,  8.085092840691763E+01,  1.743991413926287E+02,  4.081295269688812E+06,  8.087337393398978E+06,  4.602689397472888E+06,
2457640.041666667, A.D. 2016-Sep-08 13:00:00.0000,  9.815607885123536E-01,  7.525724937059043E+04,  9.073251604599680E+01,  2.692233582007166E+02,  1.737910981639434E+02,  2.457628036039805E+06,  7.821298532116194E-05,  8.112924727526698E+01,  1.744203149427811E+02,  4.081370259298223E+06,  8.087483269225854E+06,  4.602816252592208E+06,
2457640.083333333, A.D. 2016-Sep-08 14:00:00.0000,  9.815601212233702E-01,  7.526134937114576E+04,  9.073036599119347E+01,  2.692238064942578E+02,  1.737914557864743E+02,  2.457628036191386E+06,  7.821083953112105E-05,  8.140755620195640E+01,  1.744414233069989E+02,  4.081444909851030E+06,  8.087628470330914E+06,  4.602942535308696E+06,
2457640.125000000, A.D. 2016-Sep-08 15:00:00.0000,  9.815594680644136E-01,  7.526535111738072E+04,  9.072683198844923E+01,  2.692245419955776E+02,  1.737918076260678E+02,  2.457628036339804E+06,  7.820875724852908E-05,  8.168593743793978E+01,  1.744624755657516E+02,  4.081517354287115E+06,  8.087769357456849E+06,  4.603065087148801E+06,
2457640.166666667, A.D. 2016-Sep-08 16:00:00.0000,  9.815588435985984E-01,  7.526916169234041E+04,  9.072195252549018E+01,  2.692255556346815E+02,  1.737921451812662E+02,  2.457628036481199E+06,  7.820679062766944E-05,  8.196447241052505E+01,  1.744834805834658E+02,  4.081585777702038E+06,  8.087902393711735E+06,  4.603180837760047E+06,
2457640.208333333, A.D. 2016-Sep-08 17:00:00.0000,  9.815582618570508E-01,  7.527269197750969E+04,  9.071579654199483E+01,  2.692268320766229E+02,  1.737924602192620E+02,  2.457628036611792E+06,  7.820498926661428E-05,  8.224324005932270E+01,  1.745044468421253E+02,  4.081648453851875E+06,  8.088024215726241E+06,  4.603286866681843E+06,
2457640.250000000, A.D. 2016-Sep-08 18:00:00.0000,  9.815577360413260E-01,  7.527585855968547E+04,  9.070846253202497E+01,  2.692283499541603E+02,  1.737927449570070E+02,  2.457628036727967E+06,  7.820339913325772E-05,  8.252231508471434E+01,  1.745253822700408E+02,  4.081703782592341E+06,  8.088131706624997E+06,  4.603380466705342E+06,
2457640.291666667, A.D. 2016-Sep-08 19:00:00.0000,  9.815572782274564E-01,  7.527858562158780E+04,  9.070007688292966E+01,  2.692300822560916E+02,  1.737929922443383E+02,  2.457628036826363E+06,  7.820206150767553E-05,  8.280176617324543E+01,  1.745462940723559E+02,  4.081750326768873E+06,  8.088222067916158E+06,  4.603459206310897E+06,
2457640.333333333, A.D. 2016-Sep-08 20:00:00.0000,  9.815568990838774E-01,  7.528080673448280E+04,  9.069079145086044E+01,  2.692319968694772E+02,  1.737931957408342E+02,  2.457628036903961E+06,  7.820101198976472E-05,  8.308165427703470E+01,  1.745671885708988E+02,  4.081786846846080E+06,  8.088292886957677E+06,  4.603520988284887E+06,
2457640.375000000, A.D. 2016-Sep-08 21:00:00.0000,  9.815566076147274E-01,  7.528246647560049E+04,  9.068078041013578E+01,  2.692340572663484E+02,  1.737933500782385E+02,  2.457628036958158E+06,  7.820027961873354E-05,  8.336203102362234E+01,  1.745880710606396E+02,  4.081812331646481E+06,  8.088342196817361E+06,  4.603564101754937E+06,
2457640.416666667, A.D. 2016-Sep-08 22:00:00.0000,  9.815564109380759E-01,  7.528352180566253E+04,  9.067023644483579E+01,  2.692362233192159E+02,  1.737934510012671E+02,  2.457628036986847E+06,  7.819988614367699E-05,  8.364293732390939E+01,  1.746089456888907E+02,  4.081826023823203E+06,  8.088368525840743E+06,  4.603587265313538E+06,
2457640.458333333, A.D. 2016-Sep-08 23:00:00.0000,  9.815563141063453E-01,  7.528394315732431E+04,  9.065936637671834E+01,  2.692384522246236E+02,  1.737934954809852E+02,  2.457628036988481E+06,  7.819984547514412E-05,  8.392440223348953E+01,  1.746298153619711E+02,  4.081827439016634E+06,  8.088370934875944E+06,  4.603589659450495E+06,
2457640.500000000, A.D. 2016-Sep-09 00:00:00.0000,  9.815563199739328E-01,  7.528371520069319E+04,  9.064838634419479E+01,  2.692406995100357E+02,  1.737934817964576E+02,  2.457628036962112E+06,  7.820016333791564E-05,  8.420644210911871E+01,  1.746506816825961E+02,  4.081816377983798E+06,  8.088349040766903E+06,  4.603570947088453E+06,
2457640.541666667, A.D. 2016-Sep-09 01:00:00.0000,  9.815564291151856E-01,  7.528283726571206E+04,  9.063751666289639E+01,  2.692429200964440E+02,  1.737934095818540E+02,  2.457628036907437E+06,  7.820083713612532E-05,  8.448906008883283E+01,  1.746715449199087E+02,  4.081792931307965E+06,  8.088303025350219E+06,  4.603531281555757E+06,
2457640.583333333, A.D. 2016-Sep-09 02:00:00.0000,  9.815566397943940E-01,  7.528132341249024E+04,  9.062697650940589E+01,  2.692450693871897E+02,  1.737932798375819E+02,  2.457628036824806E+06,  7.820185603378556E-05,  8.477224591200545E+01,  1.746924040128962E+02,  4.081757476579997E+06,  8.088233629747503E+06,  4.603471301812442E+06,
2457640.625000000, A.D. 2016-Sep-09 03:00:00.0000,  9.815569479883816E-01,  7.527920214979174E+04,  9.061697857606697E+01,  2.692471043525891E+02,  1.737930949052729E+02,  2.457628036715224E+06,  7.820320124679543E-05,  8.505597608463320E+01,  1.747132566069326E+02,  4.081710668189249E+06,  8.088142134228706E+06,  4.603392115162957E+06,
2457640.666666667, A.D. 2016-Sep-09 04:00:00.0000,  9.815573474614174E-01,  7.527651580933615E+04,  9.060772384643656E+01,  2.692489845800168E+02,  1.737928584075825E+02,  2.457628036580341E+06,  7.820484653651257E-05,  8.534021438524626E+01,  1.747340991223352E+02,  4.081653420073685E+06,  8.088030324338034E+06,  4.603295268048661E+06,
2457640.708333333, A.D. 2016-Sep-09 05:00:00.0000,  9.815578298914323E-01,  7.527331959004875E+04,  9.059939663795414E+01,  2.692506732600961E+02,  1.737925751547790E+02,  2.457628036422411E+06,  7.820675888977328E-05,  8.562491269783085E+01,  1.747549268530722E+02,  4.081586881962410E+06,  8.087900444334771E+06,  4.603182705824617E+06,
2457640.750000000, A.D. 2016-Sep-09 06:00:00.0000,  9.815583850457736E-01,  7.526968029252793E+04,  9.059216005086930E+01,  2.692521380815568E+02,  1.737922510210173E+02,  2.457628036244246E+06,  7.820889936566044E-05,  8.591001214977196E+01,  1.747757340930746E+02,  4.081512409805363E+06,  8.087755139318197E+06,  4.603056722699091E+06,
2457640.791666667, A.D. 2016-Sep-09 07:00:00.0000,  9.815590010038135E-01,  7.526567477036029E+04,  9.058615195057088E+01,  2.692533520100747E+02,  1.737918927940120E+02,  2.457628036049152E+06,  7.821122408526628E-05,  8.619544452494448E+01,  1.747965142869569E+02,  4.081431531226984E+06,  8.087597387683608E+06,  4.602919903254885E+06,
2457640.833333333, A.D. 2016-Sep-09 08:00:00.0000,  9.815596644226715E-01,  7.526138813163138E+04,  9.058148159447087E+01,  2.692542939299501E+02,  1.737915080025498E+02,  2.457628035840854E+06,  7.821368533706073E-05,  8.648113391465373E+01,  1.748172602013357E+02,  4.081345906967213E+06,  8.087430425802795E+06,  4.602775057185776E+06,
2457640.875000000, A.D. 2016-Sep-09 09:00:00.0000,  9.815603608410013E-01,  7.525691173118794E+04,  9.057822699500697E+01,  2.692549491316996E+02,  1.737911047268892E+02,  2.457628035623402E+06,  7.821623276739963E-05,  8.676699856223976E+01,  1.748379641123460E+02,  4.081257289379309E+06,  8.087257667027430E+06,  4.602625149060455E+06,
2457640.916666667, A.D. 2016-Sep-09 10:00:00.0000,  9.815610750144019E-01,  7.525234100148435E+04,  9.057643308760177E+01,  2.692553096334152E+02,  1.737906913975666E+02,  2.457628035401084E+06,  7.821881462324404E-05,  8.705295285114015E+01,  1.748586180044321E+02,  4.081167479137739E+06,  8.087082617273994E+06,  4.602473225067514E+06,
2457640.958333333, A.D. 2016-Sep-09 11:00:00.0000,  9.815617912745348E-01,  7.524777317673528E+04,  9.057611074732586E+01,  2.692553743289334E+02,  1.737902765884363E+02,  2.457628035178315E+06,  7.822137901254538E-05,  8.733890938135451E+01,  1.748792137750640E+02,  4.081078281363102E+06,  8.086908789549469E+06,  4.602322338784926E+06,
2457641.000000000, A.D. 2016-Sep-09 12:00:00.0000,  9.815624939026796E-01,  7.524330497089369E+04,  9.057723667133934E+01,  2.692551489612877E+02,  1.737898688098807E+02,  2.457628034959531E+06,  7.822387514717184E-05,  8.762478107603886E+01,  1.748997434397473E+02,  4.080991462388114E+06,  8.086739619805334E+06,  4.602175478045410E+06,
2457641.041666667, A.D. 2016-Sep-09 13:00:00.0000,  9.815631675073413E-01,  7.523903027390882E+04,  9.057975411688371E+01,  2.692546459253914E+02,  1.737894763080256E+02,  2.457628034749089E+06,  7.822625453391892E-05,  8.791048325878691E+01,  1.749201993316071E+02,  4.080908708362331E+06,  8.086578386450753E+06,  4.602035494923306E+06,
2457641.083333333, A.D. 2016-Sep-09 14:00:00.0000,  9.815637973948509E-01,  7.523503793208709E+04,  9.058357445770142E+01,  2.692538839092152E+02,  1.737891068754475E+02,  2.457628034551157E+06,  7.822847208119651E-05,  8.819593564340011E+01,  1.749405742899703E+02,  4.080831586818976E+06,  8.086428135705865E+06,  4.601905040741961E+06,
2457641.125000000, A.D. 2016-Sep-09 15:00:00.0000,  9.815643699217372E-01,  7.523140967658485E+04,  9.058857949640121E+01,  2.692528873876543E+02,  1.737887676782855E+02,  2.457628034369620E+06,  7.823048709248732E-05,  8.848106418181335E+01,  1.749608618327730E+02,  4.080761512202889E+06,  8.086291614729194E+06,  4.601786507789387E+06,
2457641.166666667, A.D. 2016-Sep-09 16:00:00.0000,  9.815648728181667E-01,  7.522821825877772E+04,  9.059462444765785E+01,  2.692516859876032E+02,  1.737884651038672E+02,  2.457628034207988E+06,  7.823226412255531E-05,  8.876580272236571E+01,  1.749810563082897E+02,  4.080699716186950E+06,  8.086171214115123E+06,  4.601681979138932E+06,
2457641.208333333, A.D. 2016-Sep-09 17:00:00.0000,  9.815652954729056E-01,  7.522552584251748E+04,  9.060154148834179E+01,  2.692503137462458E+02,  1.737882046319659E+02,  2.457628034069318E+06,  7.823377367849319E-05,  8.905009443961721E+01,  1.750011530225937E+02,  4.080647223390826E+06,  8.086068920939135E+06,  4.601593187610297E+06,
2457641.250000000, A.D. 2016-Sep-09 18:00:00.0000,  9.815656291720913E-01,  7.522338269138201E+04,  9.060914375708617E+01,  2.692488082869878E+02,  1.737879907316851E+02,  2.457628033956148E+06,  7.823499275461174E-05,  8.933389300777016E+01,  1.750211483402687E+02,  4.080604832875427E+06,  8.085986283059472E+06,  4.601521484499389E+06,
2457641.291666667, A.D. 2016-Sep-09 19:00:00.0000,  9.815658672863560E-01,  7.522182617504011E+04,  9.061722967788823E+01,  2.692472099387128E+02,  1.737878267847778E+02,  2.457628033870440E+06,  7.823590519761015E-05,  8.961716350208198E+01,  1.750410397571279E+02,  4.080573105528612E+06,  8.085924384882184E+06,  4.601467818269672E+06,
2457641.333333333, A.D. 2016-Sep-09 20:00:00.0000,  9.815660054034903E-01,  7.522088010361612E+04,  9.062558748154562E+01,  2.692455608238795E+02,  1.737877150350600E+02,  2.457628033813544E+06,  7.823650190558259E-05,  8.989988302493867E+01,  1.750608259449436E+02,  4.080552357211735E+06,  8.085883834319853E+06,  4.601432722982110E+06,
2457641.375000000, A.D. 2016-Sep-09 21:00:00.0000,  9.815660414064135E-01,  7.522055438433931E+04,  9.063399980473244E+01,  2.692439039394770E+02,  1.737876565625636E+02,  2.457628033786164E+06,  7.823678087079786E-05,  9.018204106480042E+01,  1.750805067693480E+02,  4.080542657316701E+06,  8.085864760249063E+06,  4.601416315869550E+06,
2457641.416666667, A.D. 2016-Sep-09 22:00:00.0000,  9.815659754985769E-01,  7.522084498225339E+04,  9.064224825965218E+01,  2.692422822519744E+02,  1.737876512803107E+02,  2.457628033788353E+06,  7.823674708098093E-05,  9.046363960540259E+01,  1.751000832829832E+02,  4.080543832218817E+06,  8.085866819455381E+06,  4.601418303183962E+06,
2457641.458333333, A.D. 2016-Sep-09 23:00:00.0000,  9.815658101806392E-01,  7.522173415810701E+04,  9.065011788654883E+01,  2.692407378233414E+02,  1.737876979511854E+02,  2.457628033819506E+06,  7.823641229645819E-05,  9.074469300824514E+01,  1.751195576965495E+02,  4.080555473021396E+06,  8.085889211884685E+06,  4.601437993294810E+06,
2457641.500000000, A.D. 2016-Sep-10 00:00:00.0000,  9.815655501831478E-01,  7.522319095311669E+04,  9.065740142547460E+01,  2.692393109802839E+02,  1.737877942224059E+02,  2.457628033878365E+06,  7.823579472049640E-05,  9.102522769243049E+01,  1.751389333305162E+02,  4.080576946991330E+06,  8.085930703029544E+06,  4.601474316022846E+06,
2457641.541666667, A.D. 2016-Sep-10 01:00:00.0000,  9.815652023597647E-01,  7.522517189292383E+04,  9.066390337020640E+01,  2.692380395335084E+02,  1.737879366756125E+02,  2.457628033963046E+06,  7.823491857725718E-05,  9.130528163169745E+01,  1.751582145498711E+02,  4.080607412187659E+06,  8.085989652482394E+06,  4.601525847368258E+06,
2457641.583333333, A.D. 2016-Sep-10 02:00:00.0000,  9.815647755713895E-01,  7.522762180692928E+04,  9.066944569830822E+01,  2.692369576765815E+02,  1.737881208889160E+02,  2.457628034071064E+06,  7.823381356660781E-05,  9.158490360114450E+01,  1.751774066816851E+02,  4.080645836357687E+06,  8.086064050908445E+06,  4.601590841452438E+06,
2457641.625000000, A.D. 2016-Sep-10 03:00:00.0000,  9.815642804002680E-01,  7.523047526687254E+04,  9.067386385063138E+01,  2.692360967956381E+02,  1.737883415270207E+02,  2.457628034199358E+06,  7.823251443438869E-05,  9.186415263815877E+01,  1.751965159260442E+02,  4.080691011809753E+06,  8.086151548352633E+06,  4.601667255651375E+06,
2457641.666666667, A.D. 2016-Sep-10 04:00:00.0000,  9.815637290995242E-01,  7.523365737349792E+04,  9.067702156292646E+01,  2.692354826030042E+02,  1.737885924211493E+02,  2.457628034344365E+06,  7.823106006082252E-05,  9.214309653654496E+01,  1.752155492340639E+02,  4.080741587039471E+06,  8.086249516705444E+06,  4.601752804066694E+06,
2457641.708333333, A.D. 2016-Sep-10 05:00:00.0000,  9.815631352324986E-01,  7.523708562110587E+04,  9.067880643523391E+01,  2.692351360384606E+02,  1.737888666947496E+02,  2.457628034502065E+06,  7.822949284235579E-05,  9.242181089609261E+01,  1.752345141844331E+02,  4.080796088157375E+06,  8.086355090693645E+06,  4.601844993747489E+06,
2457641.750000000, A.D. 2016-Sep-10 06:00:00.0000,  9.815625134080158E-01,  7.524067156611016E+04,  9.067913478894545E+01,  2.692350723615073E+02,  1.737891568970367E+02,  2.457628034668058E+06,  7.822785776941433E-05,  9.270037754535223E+01,  1.752534188322824E+02,  4.080852950901757E+06,  8.086465230237404E+06,  4.601941178820743E+06,
2457641.791666667, A.D. 2016-Sep-10 07:00:00.0000,  9.815618789506741E-01,  7.524432280306243E+04,  9.067795425291348E+01,  2.692353006914059E+02,  1.737894551606846E+02,  2.457628034837662E+06,  7.822620143945636E-05,  9.297888280137218E+01,  1.752722715409223E+02,  4.080910554918651E+06,  8.086576787034241E+06,  4.602038618462436E+06,
2457641.833333333, A.D. 2016-Sep-10 08:00:00.0000,  9.815612475481140E-01,  7.524794507726809E+04,  9.067524572184990E+01,  2.692358236726946E+02,  1.737897533753269E+02,  2.457628035006008E+06,  7.822457100516541E-05,  9.325741555618949E+01,  1.752910808016337E+02,  4.080967260318742E+06,  8.086686575560215E+06,  4.602134538727328E+06,
2457641.875000000, A.D. 2016-Sep-10 09:00:00.0000,  9.815606349126826E-01,  7.525144431530882E+04,  9.067102421061763E+01,  2.692366373566744E+02,  1.737900433602431E+02,  2.457628035168145E+06,  7.822301316089546E-05,  9.353606538169137E+01,  1.753098550595731E+02,  4.081021442927359E+06,  8.086791441539410E+06,  4.602226192175987E+06,
2457641.916666667, A.D. 2016-Sep-10 10:00:00.0000,  9.815600565335073E-01,  7.525472812832420E+04,  9.066533782033882E+01,  2.692377314474230E+02,  1.737903170009835E+02,  2.457628035319122E+06,  7.822157337769775E-05,  9.381492105711534E+01,  1.753286025828285E+02,  4.081071520911595E+06,  8.086888313694865E+06,  4.602310902923387E+06,
2457641.958333333, A.D. 2016-Sep-10 11:00:00.0000,  9.815595276556610E-01,  7.525770598859321E+04,  9.065826360649686E+01,  2.692390901407804E+02,  1.737905662854965E+02,  2.457628035454003E+06,  7.822029576346113E-05,  9.409407025869351E+01,  1.753473314412589E+02,  4.081115959684005E+06,  8.086974213379417E+06,  4.602386074947136E+06,
2457642.000000000, A.D. 2016-Sep-10 12:00:00.0000,  9.815590637136286E-01,  7.526028675320365E+04,  9.064989856744441E+01,  2.692406938914846E+02,  1.737907831318877E+02,  2.457628035567755E+06,  7.821922416953946E-05,  9.437360165255278E+01,  1.753660497056242E+02,  4.081153233462643E+06,  8.087046180172083E+06,  4.602449127080361E+06,
2457642.041666667, A.D. 2016-Sep-10 13:00:00.0000,  9.815586768518175E-01,  7.526239902391202E+04,  9.064041382718563E+01,  2.692425090722492E+02,  1.737909609786550E+02,  2.457628035656289E+06,  7.821839259333781E-05,  9.465358622867588E+01,  1.753847637493121E+02,  4.081182159173322E+06,  8.087101919322732E+06,  4.602498057862964E+06,
2457642.083333333, A.D. 2016-Sep-10 14:00:00.0000,  9.815583772361645E-01,  7.526398374019524E+04,  9.062995348716517E+01,  2.692445073962451E+02,  1.737910944352377E+02,  2.457628035716142E+06,  7.821782838788952E-05,  9.493408316711482E+01,  1.754034788320316E+02,  4.081201784898802E+06,  8.087139586057409E+06,  4.602531256873131E+06,
2457642.125000000, A.D. 2016-Sep-10 15:00:00.0000,  9.815581763137385E-01,  7.526497472559178E+04,  9.061872484471060E+01,  2.692466486745208E+02,  1.737911774275406E+02,  2.457628035743443E+06,  7.821756185533828E-05,  9.521515839270397E+01,  1.754222007678298E+02,  4.081211056239579E+06,  8.087157137753567E+06,  4.602546940363755E+06,
2457642.166666667, A.D. 2016-Sep-10 16:00:00.0000,  9.815580823547967E-01,  7.526532509019310E+04,  9.060694661396037E+01,  2.692488907590002E+02,  1.737912055671459E+02,  2.457628035735329E+06,  7.821761345543939E-05,  9.549685945035809E+01,  1.754409336794866E+02,  4.081209261324794E+06,  8.087153197559394E+06,  4.602543904066981E+06,
2457642.208333333, A.D. 2016-Sep-10 17:00:00.0000,  9.815581011486911E-01,  7.526500307121647E+04,  9.059485054167787E+01,  2.692511892498412E+02,  1.737911758026832E+02,  2.457628035689747E+06,  7.821799586700595E-05,  9.577921916965815E+01,  1.754596803530037E+02,  4.081195959160916E+06,  8.087126915250615E+06,  4.602521402007128E+06,
